,AGREEMENT_RK,ID_CLIENT,TARGET,ID,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,REG_ADDRESS_PROVINCE,FACT_ADDRESS_PROVINCE,POSTAL_ADDRESS_PROVINCE,FL_PRESENCE_FL,OWN_AUTO,FAMILY_INCOME,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
395,59976223,106804757,0,106804757,39,1,Среднее,Разведен(а),1,0,1,0,Самарская область,Самарская область,Самарская область,0,0,от 20000 до 50000 руб.,18000.0,1,0
396,59976321,106804758,0,106804758,34,1,Среднее специальное,Состою в браке,2,2,1,0,Амурская область,Амурская область,Амурская область,0,0,от 20000 до 50000 руб.,11000.0,1,0
397,59976364,106804759,0,106804759,55,1,Среднее,Не состоял в браке,5,0,1,0,Пензенская область,Пензенская область,Пензенская область,0,0,от 10000 до 20000 руб.,6000.0,1,0
398,59976454,106804760,0,106804760,43,1,Среднее специальное,Состою в браке,0,0,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0,от 10000 до 20000 руб.,4500.0,1,0
399,59976503,106804761,0,106804761,45,1,Среднее специальное,Гражданский брак,1,0,1,0,Воронежская область,Воронежская область,Воронежская область,0,0,от 5000 до 10000 руб.,7500.0,1,0
400,59976648,106804762,0,106804762,62,1,Среднее специальное,Разведен(а),2,0,1,0,Томская область,Томская область,Томская область,0,0,от 20000 до 50000 руб.,23000.0,1,0
401,59976802,106804763,0,106804763,25,0,Высшее,Не состоял в браке,0,0,1,0,Рязанская область,Рязанская область,Рязанская область,1,0,от 20000 до 50000 руб.,18000.0,1,0
402,59976840,106804764,0,106804764,54,1,Высшее,Не состоял в браке,1,0,1,0,Нижегородская область,Нижегородская область,Нижегородская область,1,0,от 5000 до 10000 руб.,7000.0,1,0
403,59976890,106804765,0,106804765,31,1,Среднее специальное,Не состоял в браке,1,1,1,0,Московская область,Московская область,Московская область,0,0,от 20000 до 50000 руб.,30000.0,1,0
404,59976896,106804766,0,106804766,42,1,Среднее специальное,Не состоял в браке,1,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,9000.0,1,0
405,59977061,106804767,1,106804767,55,0,Высшее,Гражданский брак,2,0,1,0,Ростовская область,Ростовская область,Ростовская область,1,0,свыше 50000 руб.,40000.0,1,0
406,60035449,106804768,1,106804768,44,1,Среднее,Состою в браке,3,0,1,0,Карачаево-Черкесия,Карачаево-Черкесия,Карачаево-Черкесия,0,0,от 10000 до 20000 руб.,5200.0,1,0
407,60035580,106804769,0,106804769,56,1,Среднее специальное,Вдовец/Вдова,2,0,1,1,Магаданская область,Магаданская область,Магаданская область,1,0,от 20000 до 50000 руб.,45000.0,1,1
408,60035789,106804770,1,106804770,56,1,Среднее специальное,Вдовец/Вдова,2,0,1,0,Тюменская область,Тюменская область,Тюменская область,1,0,от 10000 до 20000 руб.,11000.0,1,0
409,60035997,106804771,0,106804771,65,1,Среднее специальное,Состою в браке,2,0,0,1,Кемеровская область,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,8000.0,1,0
410,60036099,106804772,0,106804772,42,1,Среднее специальное,Состою в браке,0,0,1,0,Карачаево-Черкесия,Карачаево-Черкесия,Карачаево-Черкесия,0,0,от 10000 до 20000 руб.,7000.0,1,0
411,60036186,106804773,0,106804773,47,1,Среднее специальное,Состою в браке,2,1,1,0,Омская область,Омская область,Омская область,1,0,от 10000 до 20000 руб.,7000.0,1,0
412,60036487,106804774,1,106804774,50,0,Высшее,Состою в браке,4,0,1,0,Якутия,Якутия,Якутия,0,0,свыше 50000 руб.,29000.0,1,0
413,60036811,106804775,0,106804775,56,1,Среднее специальное,Состою в браке,0,0,0,1,Приморский край,Приморский край,Приморский край,1,0,от 10000 до 20000 руб.,11000.0,1,0
414,60036992,106804776,0,106804776,53,1,Среднее специальное,Состою в браке,0,0,1,0,Башкирия,Башкирия,Башкирия,1,0,от 10000 до 20000 руб.,6500.0,1,0
415,60037205,106804777,0,106804777,30,0,Среднее,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,Алтайский край,0,1,от 10000 до 20000 руб.,10000.0,1,0
416,60037207,106804778,1,106804778,26,0,Среднее,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,12000.0,1,0
417,60037559,106804779,0,106804779,55,0,Среднее,Состою в браке,2,0,1,0,Челябинская область,Челябинская область,Челябинская область,0,0,от 10000 до 20000 руб.,6000.0,1,0
418,60037740,106804780,0,106804780,39,0,Среднее специальное,Не состоял в браке,3,2,1,0,Брянская область,Брянская область,Брянская область,1,0,от 20000 до 50000 руб.,18000.0,1,0
419,60037794,106804781,0,106804781,46,1,Среднее специальное,Не состоял в браке,1,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,от 5000 до 10000 руб.,9000.0,1,0
420,60038271,106804782,0,106804782,33,0,Среднее специальное,Не состоял в браке,0,0,1,0,Липецкая область,Липецкая область,Липецкая область,0,0,от 10000 до 20000 руб.,10000.0,1,1
421,60038720,106804783,0,106804783,32,0,Высшее,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0,от 20000 до 50000 руб.,25000.0,1,0
422,60038720,106804783,0,106804783,32,0,Высшее,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0,от 20000 до 50000 руб.,25000.0,1,0
423,60038740,106804784,0,106804784,54,1,Среднее специальное,Состою в браке,0,0,0,1,Амурская область,Амурская область,Амурская область,0,0,от 10000 до 20000 руб.,6500.0,1,0
424,60039083,106804785,0,106804785,60,1,Среднее,Состою в браке,0,0,0,1,Амурская область,Амурская область,Амурская область,0,0,от 10000 до 20000 руб.,5200.0,1,0
425,60039189,106804786,0,106804786,39,1,Среднее специальное,Не состоял в браке,1,1,1,0,Сахалинская область,Сахалинская область,Сахалинская область,0,0,от 20000 до 50000 руб.,17000.0,1,0
426,60039398,106804787,0,106804787,42,1,Среднее специальное,Состою в браке,3,2,1,0,Вологодская область,Вологодская область,Вологодская область,0,1,от 20000 до 50000 руб.,10000.0,1,1
427,60039486,106804788,0,106804788,36,1,Среднее специальное,Состою в браке,0,0,1,0,Ставропольский край,Ставропольский край,Ставропольский край,0,0,от 10000 до 20000 руб.,12000.0,1,0
428,60039580,106804789,0,106804789,46,0,Среднее специальное,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0,от 20000 до 50000 руб.,20000.0,1,0
429,60039657,106804790,0,106804790,47,1,Среднее,Вдовец/Вдова,2,0,1,0,Воронежская область,Воронежская область,Воронежская область,0,0,от 20000 до 50000 руб.,14000.0,2,0
430,60039761,106804791,0,106804791,27,0,Среднее,Не состоял в браке,0,0,1,0,Горный Алтай,Горный Алтай,Горный Алтай,1,0,от 5000 до 10000 руб.,6000.0,2,0
431,60039822,106804792,0,106804792,37,0,Среднее специальное,Состою в браке,1,1,1,0,Рязанская область,Рязанская область,Рязанская область,1,0,от 20000 до 50000 руб.,15000.0,1,0
432,60040109,106804793,0,106804793,26,0,Среднее специальное,Не состоял в браке,0,0,1,0,Адыгея,Адыгея,Адыгея,0,0,от 10000 до 20000 руб.,9800.0,1,1
433,60040119,106804794,0,106804794,32,0,Среднее специальное,Состою в браке,1,1,1,0,Рязанская область,Рязанская область,Рязанская область,0,0,от 20000 до 50000 руб.,30000.0,1,0
434,60040178,106804795,0,106804795,48,1,Среднее,Не состоял в браке,2,0,1,0,Костромская область,Костромская область,Костромская область,0,0,от 5000 до 10000 руб.,7000.0,1,0
435,60040354,106804796,0,106804796,48,1,Среднее специальное,Вдовец/Вдова,1,0,1,0,Самарская область,Самарская область,Самарская область,1,0,от 5000 до 10000 руб.,7000.0,1,0
436,60040474,106804797,0,106804797,34,0,Среднее специальное,Состою в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,10000.0,1,0
437,60040982,106804798,1,106804798,25,0,Высшее,Не состоял в браке,0,0,1,0,Приморский край,Приморский край,Приморский край,0,0,от 20000 до 50000 руб.,20000.0,1,0
438,60041009,106804799,0,106804799,58,1,Среднее специальное,Состою в браке,2,0,0,1,Карелия,Карелия,Карелия,1,0,от 10000 до 20000 руб.,7800.0,1,1
439,60041507,106804800,0,106804800,37,1,Высшее,Состою в браке,1,1,1,0,Удмуртия,Удмуртия,Удмуртия,1,0,от 20000 до 50000 руб.,10000.0,1,0
440,60041801,106804801,0,106804801,38,1,Среднее специальное,Состою в браке,3,3,1,0,Хабаровский край,Хабаровский край,Хабаровский край,1,0,от 20000 до 50000 руб.,12000.0,1,1
441,60042352,106804802,0,106804802,57,1,Среднее специальное,Состою в браке,2,0,1,0,Приморский край,Приморский край,Приморский край,1,0,от 20000 до 50000 руб.,18000.0,1,0
442,60042394,106804803,0,106804803,53,1,Среднее специальное,Не состоял в браке,2,0,1,0,Воронежская область,Воронежская область,Воронежская область,1,0,от 10000 до 20000 руб.,15000.0,1,1
443,60042552,106804804,0,106804804,35,1,Среднее специальное,Состою в браке,0,0,1,0,Ставропольский край,Ставропольский край,Ставропольский край,0,0,от 10000 до 20000 руб.,9500.0,1,0
444,60042654,106804805,0,106804805,25,1,Высшее,Не состоял в браке,0,0,1,0,Читинская область,Читинская область,Читинская область,0,0,от 10000 до 20000 руб.,15000.0,1,0
445,60043044,106804806,0,106804806,46,0,Среднее специальное,Состою в браке,1,1,1,0,Удмуртия,Удмуртия,Удмуртия,0,0,от 10000 до 20000 руб.,10000.0,1,0
446,60043375,106804807,0,106804807,52,1,Среднее,Не состоял в браке,1,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,12000.0,1,0
447,60043904,106804808,0,106804808,33,1,Среднее специальное,Состою в браке,1,1,1,0,Тюменская область,Тюменская область,Тюменская область,0,0,от 20000 до 50000 руб.,14000.0,1,0
448,60043994,106804809,0,106804809,31,0,Высшее,Не состоял в браке,0,0,1,0,Липецкая область,Липецкая область,Липецкая область,0,0,от 10000 до 20000 руб.,19000.0,1,1
449,60044030,106804810,0,106804810,56,1,Среднее,Не состоял в браке,0,0,1,0,Саратовская область,Саратовская область,Саратовская область,0,0,от 10000 до 20000 руб.,9000.0,1,0
450,60044082,106804811,0,106804811,33,1,Высшее,Не состоял в браке,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,1,0,от 10000 до 20000 руб.,20000.0,1,0
451,60044131,106804812,1,106804812,46,1,Высшее,Состою в браке,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,0,0,от 10000 до 20000 руб.,10000.0,1,1
452,60044590,106804813,1,106804813,37,1,Среднее специальное,Состою в браке,2,2,1,0,Рязанская область,Рязанская область,Рязанская область,0,0,от 10000 до 20000 руб.,7000.0,1,0
453,60044649,106804814,0,106804814,64,1,Неоконченное высшее,Не состоял в браке,0,0,0,1,Курганская область,Курганская область,Курганская область,1,0,от 5000 до 10000 руб.,5500.0,1,0
454,60044737,106804815,0,106804815,54,0,Среднее,Состою в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,10000.0,1,1
455,60044771,106804816,0,106804816,32,0,Среднее,Состою в браке,3,3,1,0,Курганская область,Курганская область,Курганская область,0,0,от 10000 до 20000 руб.,10000.0,1,0
456,60044935,106804817,0,106804817,44,1,Высшее,Состою в браке,1,0,1,0,Бурятия,Бурятия,Бурятия,1,0,от 20000 до 50000 руб.,17000.0,1,0
457,60044935,106804817,0,106804817,44,1,Высшее,Состою в браке,1,0,1,0,Бурятия,Бурятия,Бурятия,1,0,от 20000 до 50000 руб.,17000.0,1,0
458,60044974,106804818,1,106804818,48,1,Среднее,Состою в браке,2,0,1,0,Саратовская область,Саратовская область,Саратовская область,0,0,от 10000 до 20000 руб.,5000.0,1,1
459,60045158,106804819,0,106804819,51,1,Среднее специальное,Разведен(а),2,0,1,0,Коми,Коми,Коми,0,0,от 10000 до 20000 руб.,13900.0,1,0
460,60045188,106804820,0,106804820,52,1,Среднее специальное,Вдовец/Вдова,2,0,1,0,Брянская область,Брянская область,Брянская область,0,0,от 10000 до 20000 руб.,8000.0,1,0
461,60045224,106804821,1,106804821,32,0,Среднее специальное,Состою в браке,0,0,1,0,Кабардино-Балкария,Кабардино-Балкария,Кабардино-Балкария,0,0,от 10000 до 20000 руб.,12000.0,1,0
462,60045353,106804822,0,106804822,40,0,Среднее специальное,Разведен(а),0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 20000 до 50000 руб.,23000.0,1,0
463,60045383,106804823,0,106804823,54,1,Среднее,Разведен(а),2,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 10000 до 20000 руб.,18000.0,1,0
464,60045476,106804824,0,106804824,24,1,Высшее,Состою в браке,0,0,1,0,Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,0,0,свыше 50000 руб.,23000.0,1,0
465,60045483,106804825,0,106804825,46,1,Среднее,Состою в браке,2,0,1,0,Саратовская область,Саратовская область,Саратовская область,1,0,от 10000 до 20000 руб.,8000.0,1,0
466,60045495,106804826,0,106804826,30,1,Высшее,Состою в браке,1,1,1,0,Бурятия,Бурятия,Бурятия,0,0,от 20000 до 50000 руб.,20000.0,1,1
467,60045619,106804827,0,106804827,38,1,Среднее специальное,Состою в браке,2,2,1,0,Чувашия,Чувашия,Чувашия,1,0,от 20000 до 50000 руб.,12000.0,1,1
468,60045661,106804828,0,106804828,45,1,Среднее специальное,Состою в браке,1,1,1,0,Московская область,Московская область,Московская область,1,0,свыше 50000 руб.,23000.0,1,0
469,60045701,106804829,0,106804829,23,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Брянская область,Брянская область,Брянская область,0,0,от 5000 до 10000 руб.,6000.0,1,0
470,60045935,106804830,0,106804830,56,1,Среднее специальное,Состою в браке,0,0,1,0,Калининградская область,Калининградская область,Калининградская область,0,0,от 10000 до 20000 руб.,11000.0,1,0
471,60046035,106804831,0,106804831,32,0,Среднее специальное,Состою в браке,1,1,1,0,Алтайский край,Алтайский край,Алтайский край,0,0,от 5000 до 10000 руб.,8500.0,1,0
472,60046311,106804832,0,106804832,49,0,Высшее,Состою в браке,1,1,1,0,Ростовская область,Ростовская область,Ростовская область,1,0,от 20000 до 50000 руб.,17000.0,1,0
473,60046341,106804833,0,106804833,45,0,Среднее,Разведен(а),1,1,1,0,Алтайский край,Алтайский край,Алтайский край,1,0,до 5000 руб.,4500.0,1,0
474,60046535,106804834,0,106804834,55,1,Среднее специальное,Разведен(а),2,0,1,0,Ставропольский край,Ставропольский край,Ставропольский край,1,0,от 10000 до 20000 руб.,6000.0,1,0
475,60047028,106804835,0,106804835,51,1,Среднее специальное,Состою в браке,2,0,1,0,Калужская область,Калужская область,Калужская область,1,0,от 20000 до 50000 руб.,8000.0,1,0
476,60047117,106804836,0,106804836,35,0,Среднее специальное,Состою в браке,2,2,1,0,Чувашия,Чувашия,Чувашия,0,0,от 20000 до 50000 руб.,14000.0,1,0
477,60047226,106804837,1,106804837,51,1,Высшее,Вдовец/Вдова,3,0,1,0,Кабардино-Балкария,Кабардино-Балкария,Кабардино-Балкария,1,0,от 10000 до 20000 руб.,12500.0,1,0
478,60047260,106804838,0,106804838,52,0,Среднее,Состою в браке,2,0,1,0,Ростовская область,Ростовская область,Ростовская область,0,1,от 10000 до 20000 руб.,15000.0,1,0
479,60047350,106804839,0,106804839,25,0,Высшее,Состою в браке,0,0,1,0,Приморский край,Приморский край,Приморский край,0,1,от 20000 до 50000 руб.,27000.0,1,1
480,60047638,106804840,0,106804840,27,1,Высшее,Состою в браке,0,0,1,0,Воронежская область,Воронежская область,Воронежская область,0,0,от 20000 до 50000 руб.,15000.0,1,0
481,60047783,106804841,0,106804841,27,1,Высшее,Состою в браке,1,1,1,0,Кировская область,Кировская область,Кировская область,0,0,от 20000 до 50000 руб.,16000.0,1,0
482,60047856,106804842,0,106804842,31,1,Среднее специальное,Не состоял в браке,1,1,1,0,Ростовская область,Ростовская область,Ростовская область,0,0,от 10000 до 20000 руб.,8000.0,1,0
483,60048041,106804843,0,106804843,53,1,Неполное среднее,Состою в браке,2,1,1,0,Челябинская область,Челябинская область,Челябинская область,0,0,от 5000 до 10000 руб.,4300.0,1,0
484,60048043,106804844,0,106804844,59,1,Среднее специальное,Состою в браке,2,0,1,0,Читинская область,Читинская область,Читинская область,1,0,от 10000 до 20000 руб.,10000.0,1,0
485,60048087,106804845,0,106804845,37,1,Среднее специальное,Состою в браке,1,1,1,0,Омская область,Омская область,Омская область,0,0,от 10000 до 20000 руб.,8000.0,1,0
486,60048317,106804846,0,106804846,42,0,Среднее специальное,Состою в браке,1,1,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,0,от 20000 до 50000 руб.,12000.0,1,0
487,60048649,106804847,0,106804847,26,0,Среднее специальное,Состою в браке,1,1,1,0,Костромская область,Костромская область,Костромская область,0,0,от 10000 до 20000 руб.,13000.0,1,0
488,60049069,106804848,1,106804848,34,1,Среднее,Состою в браке,1,1,1,0,Ульяновская область,Ульяновская область,Ульяновская область,0,0,от 5000 до 10000 руб.,5300.0,1,1
489,60049106,106804849,0,106804849,48,1,Среднее,Состою в браке,0,0,1,0,Тверская область,Тверская область,Тверская область,0,0,от 10000 до 20000 руб.,6000.0,1,1
490,60049146,106804850,0,106804850,26,0,Среднее специальное,Не состоял в браке,0,0,1,0,Амурская область,Амурская область,Амурская область,0,0,от 5000 до 10000 руб.,7000.0,1,0
491,60049362,106804851,0,106804851,22,0,Среднее специальное,Не состоял в браке,0,0,1,0,Калининградская область,Калининградская область,Калининградская область,0,0,от 10000 до 20000 руб.,14000.0,1,0
492,60049502,106804852,0,106804852,54,1,Среднее,Состою в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,6500.0,1,1
493,60049582,106804853,0,106804853,57,0,Среднее,Состою в браке,0,0,1,0,Ульяновская область,Ульяновская область,Ульяновская область,0,0,от 10000 до 20000 руб.,7000.0,1,0
494,60049600,106804854,0,106804854,34,0,Неполное среднее,Не состоял в браке,2,2,1,0,Архангельская область,Архангельская область,Архангельская область,0,0,от 10000 до 20000 руб.,15000.0,1,0
495,60049627,106804855,0,106804855,53,1,Среднее специальное,Состою в браке,0,0,1,0,Пермская область,Пермская область,Пермская область,0,0,от 20000 до 50000 руб.,7000.0,1,0
496,60049952,106804856,0,106804856,49,1,Высшее,Состою в браке,2,0,1,0,Псковская область,Псковская область,Псковская область,0,0,от 20000 до 50000 руб.,12000.0,1,1
497,60050002,106804857,0,106804857,51,1,Среднее специальное,Состою в браке,3,0,1,0,Тюменская область,Тюменская область,Тюменская область,0,0,от 10000 до 20000 руб.,7000.0,1,1
498,60050202,106804858,0,106804858,52,1,Среднее специальное,Состою в браке,0,0,1,0,Смоленская область,Смоленская область,Смоленская область,0,0,от 5000 до 10000 руб.,5000.0,1,1
499,60050237,106804859,0,106804859,51,0,Среднее специальное,Состою в браке,2,0,1,0,Приморский край,Приморский край,Приморский край,0,0,от 10000 до 20000 руб.,20000.0,1,0
500,60050469,106804860,0,106804860,45,0,Неоконченное высшее,Состою в браке,2,2,1,0,Рязанская область,Рязанская область,Рязанская область,0,0,от 20000 до 50000 руб.,18000.0,1,0
501,60050619,106804861,1,106804861,28,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Бурятия,Бурятия,Бурятия,0,0,от 10000 до 20000 руб.,8500.0,1,0
502,60050670,106804862,0,106804862,32,0,Среднее,Состою в браке,2,2,1,0,Ханты-Мансийский АО,Ханты-Мансийский АО,Ханты-Мансийский АО,1,1,свыше 50000 руб.,40000.0,1,1
503,60050682,106804863,0,106804863,34,0,Среднее,Состою в браке,1,1,1,0,Алтайский край,Алтайский край,Алтайский край,0,0,от 20000 до 50000 руб.,15000.0,1,0
504,60050890,106804864,0,106804864,50,1,Среднее,Состою в браке,3,1,1,0,Омская область,Омская область,Омская область,0,0,от 10000 до 20000 руб.,5000.0,1,0
505,60050977,106804865,0,106804865,25,0,Среднее,Не состоял в браке,0,0,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0,от 10000 до 20000 руб.,8000.0,1,1
506,60050998,106804866,0,106804866,52,0,Среднее специальное,Состою в браке,0,0,1,0,Ростовская область,Ростовская область,Ростовская область,1,0,от 20000 до 50000 руб.,14000.0,1,0
507,60051183,106804867,0,106804867,26,0,Среднее специальное,Гражданский брак,1,1,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0,от 10000 до 20000 руб.,18000.0,1,0
508,60051250,106804868,0,106804868,50,1,Среднее специальное,Разведен(а),0,0,1,0,Астраханская область,Астраханская область,Астраханская область,1,0,от 10000 до 20000 руб.,12000.0,1,0
509,60051298,106804869,1,106804869,36,0,Среднее,Состою в браке,1,1,1,0,Пермская область,Пермская область,Пермская область,0,1,от 20000 до 50000 руб.,15000.0,1,0
510,60051509,106804870,0,106804870,40,1,Среднее специальное,Состою в браке,2,2,1,0,Читинская область,Читинская область,Читинская область,1,0,от 20000 до 50000 руб.,8000.0,1,0
511,60051864,106804871,0,106804871,37,0,Среднее специальное,Состою в браке,2,2,1,0,Челябинская область,Челябинская область,Челябинская область,0,1,от 20000 до 50000 руб.,27000.0,1,0
512,60051963,106804872,1,106804872,49,1,Среднее специальное,Разведен(а),0,0,1,0,Тюменская область,Тюменская область,Тюменская область,0,0,от 20000 до 50000 руб.,30000.0,1,1
513,60052044,106804873,0,106804873,32,1,Среднее специальное,Состою в браке,2,2,1,0,Амурская область,Амурская область,Амурская область,0,0,от 20000 до 50000 руб.,9000.0,1,0
514,60052064,106804874,0,106804874,24,0,Высшее,Не состоял в браке,0,0,1,0,Ханты-Мансийский АО,Тюменская область,Тюменская область,0,0,от 10000 до 20000 руб.,15000.0,1,0
515,60052295,106804875,0,106804875,60,1,Среднее специальное,Разведен(а),0,0,0,1,Оренбургская область,Оренбургская область,Оренбургская область,1,0,от 5000 до 10000 руб.,6300.0,1,0
516,60052345,106804876,0,106804876,34,1,Среднее специальное,Разведен(а),1,1,1,0,Свердловская область,Свердловская область,Свердловская область,0,0,от 20000 до 50000 руб.,14000.0,1,1
517,60052472,106804877,0,106804877,60,1,Высшее,Вдовец/Вдова,3,0,1,0,Вологодская область,Вологодская область,Вологодская область,0,0,от 10000 до 20000 руб.,15000.0,1,1
518,60052509,106804878,0,106804878,28,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Хабаровский край,Хабаровский край,Хабаровский край,0,0,от 20000 до 50000 руб.,10000.0,1,0
519,60052594,106804879,0,106804879,31,1,Среднее специальное,Разведен(а),2,0,1,0,Ставропольский край,Ставропольский край,Ставропольский край,0,0,от 20000 до 50000 руб.,15000.0,1,0
520,60052795,106804880,0,106804880,43,1,Среднее,Состою в браке,1,0,1,0,Кабардино-Балкария,Кабардино-Балкария,Кабардино-Балкария,0,0,от 10000 до 20000 руб.,5000.0,1,0
521,60052843,106804881,0,106804881,54,1,Высшее,Состою в браке,2,0,1,1,Курганская область,Курганская область,Курганская область,1,0,от 10000 до 20000 руб.,14000.0,1,0
522,60052843,106804881,0,106804881,54,1,Высшее,Состою в браке,2,0,1,1,Курганская область,Курганская область,Курганская область,1,0,от 10000 до 20000 руб.,14000.0,1,0
523,60053095,106804882,0,106804882,28,0,Среднее специальное,Не состоял в браке,0,0,1,0,Пензенская область,Пензенская область,Пензенская область,0,0,от 5000 до 10000 руб.,7500.0,1,1
524,60053102,106804883,0,106804883,31,0,Среднее,Состою в браке,1,1,1,0,Курская область,Курская область,Курская область,0,0,от 10000 до 20000 руб.,10000.0,1,0
525,60053244,106804884,0,106804884,24,0,Высшее,Не состоял в браке,0,0,1,0,Оренбургская область,Оренбургская область,Оренбургская область,0,0,от 10000 до 20000 руб.,14000.0,1,0
526,60053278,106804885,0,106804885,27,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Кировская область,Кировская область,Кировская область,1,0,от 10000 до 20000 руб.,7200.0,1,0
527,60053317,106804886,0,106804886,35,1,Среднее специальное,Вдовец/Вдова,1,1,1,0,Камчатская область,Камчатская область,Камчатская область,1,0,от 20000 до 50000 руб.,30000.0,2,1
528,60053344,106804887,0,106804887,48,1,Среднее,Разведен(а),0,0,1,0,Ростовская область,Ростовская область,Ростовская область,1,0,от 5000 до 10000 руб.,6000.0,1,0
529,60053429,106804888,0,106804888,30,1,Среднее специальное,Состою в браке,1,1,1,0,Пензенская область,Пензенская область,Пензенская область,0,0,от 20000 до 50000 руб.,24000.0,1,1
530,60053453,106804889,0,106804889,53,1,Среднее специальное,Не состоял в браке,0,0,1,0,Архангельская область,Архангельская область,Архангельская область,0,0,от 10000 до 20000 руб.,14000.0,1,0
531,60053475,106804890,1,106804890,32,1,Среднее специальное,Не состоял в браке,0,0,1,0,Тюменская область,Тюменская область,Тюменская область,1,0,от 10000 до 20000 руб.,16000.0,1,1
532,60053795,106804891,1,106804891,32,1,Высшее,Не состоял в браке,1,1,1,0,Архангельская область,Архангельская область,Архангельская область,1,0,от 10000 до 20000 руб.,14000.0,1,1
533,60053884,106804892,0,106804892,37,0,Среднее специальное,Состою в браке,1,1,1,0,Тверская область,Тверская область,Тверская область,1,0,от 20000 до 50000 руб.,10000.0,1,0
534,60053983,106804893,0,106804893,42,1,Среднее специальное,Состою в браке,1,1,1,0,Белгородская область,Белгородская область,Белгородская область,1,0,от 10000 до 20000 руб.,15000.0,1,0
535,60054019,106804894,0,106804894,28,1,Высшее,Состою в браке,1,1,1,0,Ростовская область,Ростовская область,Ростовская область,1,0,от 20000 до 50000 руб.,12000.0,1,0
536,60054091,106804895,0,106804895,49,0,Среднее специальное,Состою в браке,3,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,10000.0,1,1
537,60054164,106804896,1,106804896,45,1,Среднее специальное,Состою в браке,3,2,1,0,Коми,Коми,Коми,0,0,свыше 50000 руб.,11000.0,1,0
538,60054204,106804897,0,106804897,51,0,Среднее,Состою в браке,1,0,1,0,Ростовская область,Ростовская область,Ростовская область,0,0,от 10000 до 20000 руб.,8000.0,1,0
539,60054204,106804897,0,106804897,51,0,Среднее,Состою в браке,1,0,1,0,Ростовская область,Ростовская область,Ростовская область,0,0,от 10000 до 20000 руб.,8000.0,1,0
540,60054403,106804898,0,106804898,57,1,Среднее специальное,Состою в браке,0,0,1,0,Калининградская область,Калининградская область,Калининградская область,0,0,от 20000 до 50000 руб.,13000.0,1,0
541,60054473,106804899,0,106804899,36,1,Среднее специальное,Состою в браке,2,2,1,0,Курская область,Курская область,Курская область,1,0,от 10000 до 20000 руб.,6000.0,1,0
542,60054480,106804900,0,106804900,41,1,Среднее специальное,Состою в браке,2,2,1,0,Омская область,Омская область,Омская область,0,0,от 5000 до 10000 руб.,6200.0,1,0
543,60054523,106804901,0,106804901,39,0,Высшее,Состою в браке,2,2,1,0,Рязанская область,Рязанская область,Рязанская область,0,0,от 20000 до 50000 руб.,35000.0,1,0
544,60054524,106804902,0,106804902,28,1,Высшее,Не состоял в браке,1,1,1,0,Челябинская область,Челябинская область,Челябинская область,1,0,от 10000 до 20000 руб.,12000.0,1,0
545,60054689,106804903,0,106804903,38,1,Среднее специальное,Состою в браке,2,2,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,от 20000 до 50000 руб.,12000.0,1,0
546,60055001,106804904,0,106804904,40,1,Среднее специальное,Гражданский брак,2,1,1,0,Татарстан,Татарстан,Татарстан,0,0,от 10000 до 20000 руб.,9600.0,1,0
